ticker,cluster_date,n_insiders,total_value,window_start,window_end,has_ceo,has_cfo,has_c_suite,titles_in_cluster,roles_in_cluster
APPH,2021-08-20,3,274459.0,2021-08-16,2021-08-20,False,False,False,President,"Director|Director,Officer"
ORGN,2021-08-23,3,613900.0,2021-08-17,2021-08-23,True,False,True,Co-CEO and Director,"Director|Director,Officer|Director,TenPercentOwner"
FEYE,2021-08-23,3,1348739.64,2021-08-09,2021-08-23,False,False,False,EVP & CRO|President & COO,Director|Officer
BHG,2021-08-23,3,2180761.75,2021-08-04,2021-08-23,False,False,False,,Director
ONTF,2021-08-24,3,1540320.0,2021-08-18,2021-08-24,True,False,True,President and Chief Executive,"Director|Director,Officer"
REGI,2021-08-24,3,326430.0,2021-08-12,2021-08-24,True,True,True,Chief Financial Officer|President and CEO,"Director|Director,Officer|Officer"
--,2021-08-25,3,141825649.0,2021-08-25,2021-08-25,True,False,True,Founder & CEO,"Director,Officer,TenPercentOwner|Director,TenPercentOwner"
CANO,2021-08-25,3,18475046.68,2021-08-16,2021-08-25,True,False,True,CEO and President|See remarks|Chief Clinical Officer,"Director,Officer|Officer"
AUID,2021-08-26,3,1249857.0,2021-08-26,2021-08-26,True,False,True,Chief Executive Officer,"Director|Director,Officer"
HUMA,2021-08-26,3,45675000.0,2021-08-26,2021-08-26,True,False,True,"President, CEO and Director","Director,Officer,TenPercentOwner|Director,TenPercentOwner|TenPercentOwner"
MYOV,2021-08-26,3,8277313.5,2021-08-16,2021-08-26,False,False,False,,TenPercentOwner
SLQT,2021-08-30,4,5926450.0,2021-08-30,2021-08-30,True,True,True,"CHIEF EXECUTIVE OFFICER|CHIEF FINANCIAL  OFFICER|PRESIDENT, SELECTQUOTE SENIOR|CHIEF OPERATING OFFICER","Director,Officer|Officer"
OSCR,2021-08-30,3,64018006.86,2021-08-20,2021-08-30,False,False,False,Co-Founder and Vice Chairman,"Director,Officer,TenPercentOwner|TenPercentOwner"
SXT,2021-08-31,3,8041063.95,2021-08-27,2021-08-31,False,False,False,,TenPercentOwner
FOA,2021-09-01,3,1047196.2,2021-08-18,2021-09-01,True,False,True,President|Chief Executive Officer,"Director,Officer|Director,TenPercentOwner|Officer"
ZIOP,2021-09-02,3,356771.16,2021-09-01,2021-09-02,False,False,False,,Director
FMC,2021-09-03,3,323548.44,2021-08-24,2021-09-03,True,True,True,President and CEO|EVP and CFO,"Director|Director,Officer|Officer"
NWFL,2021-09-08,3,365742.15,2021-08-18,2021-09-08,False,False,False,EVP & Chief Operating Officer,Director|Officer
CMCT,2021-09-09,3,572551.36,2021-09-09,2021-09-09,False,False,False,,"Director,TenPercentOwner"
RIVN,2021-09-09,3,1935258.0,2021-08-12,2021-09-09,False,False,False,Chief Growth Officer,Director|Officer
SUNL,2021-09-10,3,916725.0,2021-08-19,2021-09-10,True,True,True,Executive VP & COO|Chief Executive Officer|Executive VP and CFO,"Director,Officer|Officer"
BTRS,2021-09-13,3,1808017.59,2021-09-13,2021-09-13,True,True,True,Chief Executive Officer|Chief Financial Officer|Chief Information Officer,"Director,Officer,TenPercentOwner|Officer"
BLFY,2021-09-13,3,866560.7,2021-08-20,2021-09-13,True,False,True,President and CEO,"Director|Director,Officer"
TUEM,2021-09-14,3,1328318.89,2021-09-13,2021-09-14,True,False,True,CEO|EVP & CIO|COO,Officer
FTAI,2021-09-14,3,2754000.0,2021-09-14,2021-09-14,False,False,False,,Director
KOD,2021-09-15,3,18272428.18,2021-08-17,2021-09-15,False,False,False,,"Director,TenPercentOwner"
TELA,2021-09-15,3,712071.18,2021-09-09,2021-09-15,False,False,False,,Other|TenPercentOwner
ET,2021-09-15,3,1171265.0,2021-08-19,2021-09-15,False,True,True,CFO,Director|Officer
TYRA,2021-09-17,5,40000000.0,2021-09-17,2021-09-17,False,False,False,,"Director|Director,TenPercentOwner|DirectorOther|TenPercentOwner"
BMEA,2021-09-17,4,1393303.36,2021-08-23,2021-09-17,True,False,True,President & COO|CEO,"Director|Director,Officer,TenPercentOwner|TenPercentOwner"
PACE,2021-09-17,3,46646077.18,2021-09-09,2021-09-17,False,False,False,,TenPercentOwner
DICE,2021-09-17,3,27897000.0,2021-09-14,2021-09-17,False,False,False,,"Director|Director,TenPercentOwner|TenPercentOwner"
ALPN,2021-09-17,4,47999972.0,2021-09-17,2021-09-17,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
RBOT,2021-09-17,3,10000010.0,2021-09-17,2021-09-17,False,False,False,,TenPercentOwner
